name,distance,address,telephone,rating,review_counts,closed
Roja's Kitchen,225.78307965672983,"('1647 Queen Street W', 'Toronto, ON M6R 1A9', 'Canada')",+1 647-657-2600,5.0,2,False
Mother India,837.2505672036085,"('1456 Queen Street W', 'Toronto, ON M6K 1M2', 'Canada')",+1 416-588-4634,4.0,207,False
Garleek Kitchen,687.3571341429226,"('1500 Queen Street W', 'Toronto, ON M6R 1A4', 'Canada')",+1 416-551-0929,4.5,53,False
OM Restaurant and Bar,706.5283254121377,"('1439 Queen Street W', 'Toronto, ON M6R 1A1', 'Canada')",+1 416-532-3901,4.0,52,False
Momo Cafe & Zomsa Bar,690.8369434263452,"('1498 Queen Street W', 'Toronto, ON M6R 1A4', 'Canada')",+1 416-551-0997,5.0,2,False
Little Tibet  Restaurant,666.6005626470561,"('1449A Queen Street W', 'Toronto, ON M6R 1A1', 'Canada')",+1 416-532-9728,4.5,26,False
Norling,657.3929445416828,"('1512 Queen Street W', 'Toronto, ON M6R 1A4', 'Canada')",+1 416-532-2877,4.0,72,False
Shangrila Tibetan & Asian Cuisine,433.34831850771775,"('1600 Queen Street W', 'Toronto, ON M6R 1A8', 'Canada')",+1 416-588-1100,4.0,96,False
Loga's Corner,833.6750405586199,"('216C Close Avenue', 'Toronto, ON M6K 2V5', 'Canada')",+1 647-761-0965,4.5,174,False
Dave's Hot Chicken,487.02928372405614,"('1582 Queen Street W', 'Toronto, ON M6R 1A6', 'Canada')",+1 416-546-3776,3.5,63,False
Dil Se Indian Restaurant & Bar,471.9983152894873,"('335 Roncesvalles Avenue', 'Toronto, ON M6R 2M8', 'Canada')",+1 416-532-4141,4.5,23,False
Bawara,369.7006555470401,"('1570 Bloor St W', 'Toronto, ON M5G 1S4', 'Canada')",+1 416-532-2323,4.5,13,False
Cafe Tibet Bar & Grill,290.55421686585976,"('390 Roncesvalles Avenue', 'Toronto, ON M6R 2M9', 'Canada')",+1 416-792-9258,4.5,23,False
South Indian Dosa Mahal,890.4353522382087,"('1285 Bloor Street W', 'Toronto, ON M6H 1N7', 'Canada')",+1 416-588-4147,4.5,2,False
Tadka Express,909.2892223504479,"('675 Lansdowne Avenue', 'Toronto, ON M6H 3Y9', 'Canada')",+1 416-551-7891,3.0,2,False
Aafrien,541.4114298082869,"('55 Eglinton Avenue E', 'Toronto, ON M4P 1G8', 'Canada')",+1 416-482-3434,4.5,20,False
Chowrasta Indian Cuisine,572.0462121988596,"('164 Eglinton Avenue E', 'Toronto, ON M4P 1G4', 'Canada')",+1 416-486-6644,3.5,4,False
Marigold Indian Bistro,1262.9314141575444,"('552 Mount Pleasant Road', 'Toronto, ON M4S 2M6', 'Canada')",+1 647-748-0220,3.0,77,False
Fresh on Eglinton,538.2545991553229,"('101 Eglinton Avenue E', 'Toronto, ON M4P 1H4', 'Canada')",+1 416-599-4442,3.5,205,False
Rikki Tikki,772.9086566912514,"('209 Augusta Avenue', 'Toronto, ON M5T 2L4', 'Canada')",+1 416-792-3229,5.0,29,False
Little India Restaurant,612.5210218107121,"('255 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-205-9836,3.5,438,False
Indraprastha,99.6071965322073,"('5 Baldwin Street', 'Toronto, ON M5T 1L1', 'Canada')",+1 437-880-8349,5.0,2,False
Maezo Indian Cuisine,192.49963920976484,"('102-250 Dundas Street W', 'Toronto, ON M5T 2Z6', 'Canada')",+1 416-941-0000,4.5,12,False
The Host Fine Indian Cuisine,497.6430226795168,"('87 Elm Street', 'Toronto, ON M5G 0A8', 'Canada')",+1 416-962-4678,3.5,133,False
Chaska,817.2709250996278,"('218 Adelaide St W', 'Toronto, ON M5H 1W7', 'Canada')",,4.0,13,False
Saffron Spice Kitchen,865.6259405610492,"('459 Queen Street W', 'Toronto, ON M5V 2A9', 'Canada')",+1 416-203-0222,4.0,137,False
Aroma Fine Indian Cuisine,997.8169254149029,"('287 King St W', 'Toronto, ON M5V 1J5', 'Canada')",+1 416-971-7242,3.5,225,False
Khazana - By Chef Sanjeev Kapoor,958.4339690219957,"('261 Yonge Street', 'Toronto, ON M5B 1N8', 'Canada')",+1 905-789-8738,3.5,21,False
The Bombay,614.8013148881156,"('259 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-519-2550,3.5,10,False
Byblos,909.541141335642,"('11 Duncan Street', 'Toronto, ON M5V 3M2', 'Canada')",+1 647-660-0909,4.5,914,False
Indian Biriyani House,442.2181907298332,"('181 Dundas St W', 'Toronto, ON M5G 1C7', 'Canada')",+1 416-340-1254,2.5,71,False
Matagali Restaurant,611.3830664540086,"('69 Elm Street', 'Toronto, ON M5G 1H2', 'Canada')",+1 416-599-9994,3.5,56,False
The Cottage Cheese,880.4754563837325,"('64 Oxford Street', 'Toronto, ON M5T 1P1', 'Canada')",+1 647-368-8633,4.5,26,False
Roti Mahal Indian Cuisine,1237.437590574532,"('554 Queen Street W', 'Toronto, ON M5V 2B5', 'Canada')",+1 416-546-9404,4.5,19,False
Colaba Junction,829.8970363974091,"('801 Bay Street', 'Unit 3 & 4', 'Toronto, ON M5S 1Y9', 'Canada')",+1 416-646-8800,3.0,82,False
Spice66,917.318039607714,"('335 Yonge And Dundas', 'Toronto, ON M5B 2L3', 'Canada')",+1 416-816-2766,4.0,3,False
T|Bar,795.339519110541,"('Chelsea Hotel', '33 Gerrard Street W', 'Toronto, ON M5G 1Z4', 'Canada')",+1 416-585-4961,3.5,13,False
Sizzler Kabab,589.8640134547859,"('381 Spadina Avenue', 'Toronto, ON M5T 2G6', 'Canada')",+1 416-551-7786,3.0,52,False
PLANTA Toronto,603.1476144694306,"('180 Queen Street W', 'Toronto, ON M5V 3X3', 'Canada')",+1 647-812-1210,4.0,172,False
Kachiguda Junction,800.3117463525077,"('505 Danforth Avenue', 'Toronto, ON M4K 1P5', 'Canada')",+1 416-466-1555,4.5,3,False
Sher-E-Punjab,932.1496101107956,"('351 Danforth Avenue', 'Toronto, ON M4K 1N7', 'Canada')",+1 416-465-2125,4.0,93,False
Simba Grill,1086.9457897030718,"('375 Donlands Avenue', 'East York, ON M4J 3S2', 'Canada')",+1 416-429-6057,3.5,24,False
Momo Hut & Gardens,880.4124529891958,"('401 Danforth Avenue', 'Danforth', 'Toronto, ON M4K 1P1', 'Canada')",+1 416-363-8580,4.5,124,False
Papyrus,940.3779677480388,"('337 Danforth Avenue', 'Toronto, ON M4K 1N7', 'Canada')",+1 647-352-3878,5.0,52,False
Danforth Dragon,998.1045549770488,"('861 Danforth Avenue', 'Toronto, ON M4J 1L8', 'Canada')",+1 416-461-9238,3.5,89,False
India Kitchen,1093.786999631096,"('988 Danforth Ave', 'Toronto, ON M4J 1M1', 'Canada')",,1.0,1,False
Abyssinia Ethiopian Restaurant,970.7529898371581,"('884 Danforth Avenue', 'Toronto, ON M4J 1L7', 'Canada')",+1 416-778-9798,4.5,25,False
Bhoj Indian Cuisine,273.20098047781346,"('21 Davenport Road', 'Toronto, ON M5R 1H2', 'Canada')",+1 416-961-8351,4.0,72,False
Utsav,93.4999395254644,"('69 Yorkville Ave', 'Toronto, ON M5R 1B8', 'Canada')",+1 416-961-8349,4.0,138,False
Naan & Kabob,365.894528742268,"('691 Yonge Street', 'Toronto, ON M4Y 2B2', 'Canada')",+1 416-972-6623,4.0,152,False
Kathmandu Restaurant,188.32067048342236,"('12 Cumberland Street', 'Toronto, ON M4W 1J5', 'Canada')",+1 647-345-4214,3.5,68,False
Poppadum,287.19775486320765,"('874 Yonge Street', 'Toronto, ON M4W 2J1', 'Canada')",+1 647-892-2907,5.0,6,False
Suksi Biryani House,366.26434732261595,"('15 Hayden Street', 'Toronto, ON M4Y 2P2', 'Canada')",+1 416-515-1957,3.5,73,False
Kothur Indian Cuisine,454.78907676071736,"('649 Yonge Street', 'Toronto, ON M4Y 2A6', 'Canada')",+1 416-926-0953,3.5,104,False
PLANTA Yorkville,61.294936032514165,"('1221 Bay Street', 'Toronto, ON M5R 3P5', 'Canada')",+1 647-812-1221,4.0,509,False
Adrak,683.4713891201297,"('138 Avenue Road', 'Toronto, ON M5R 2H6', 'Canada')",+1 416-413-0777,3.5,11,False
M Biryani House,151.56193839971863,"('F03-2 Bloor Street W', 'Toronto, ON M5T 1G1', 'Canada')",+1 647-340-4180,2.5,2,False
Exotic Tandoori Restaurant,342.2273439697817,"('11 Charles Street W', 'Toronto, ON M4Y 1R4', 'Canada')",+1 416-964-1616,3.0,2,False
Maja Indian Cuisine,930.8761325400192,"('345 Bloor Street E', 'Toronto, ON M4W 3J6', 'Canada')",+1 647-350-7876,4.0,34,False
Govinda's,914.1338221213545,"('243 Avenue Road', 'Toronto, ON M5R 2J6', 'Canada')",+1 888-218-1040,4.0,43,False
Indian Roti House,1038.9266245025465,"('471 Church Street', 'Toronto, ON M4Y 2C5', 'Canada')",+1 647-987-7684,3.5,44,False
Tandori,309.06665817512584,"('Hudson Bay Centre', '2 Bloor Street E', 'Toronto, ON M4W 3T3', 'Canada')",+1 416-580-9311,3.0,7,False
Ceylon Spice by Esther,230.51994192765628,"('2 Bloor St W', 'L35', 'Toronto, ON M5T 1G1', 'Canada')",,2.0,5,False
Butter Chicken Roti,556.0618065817132,"('646 Yonge Street', 'Toronto, ON M4Y 2A6', 'Canada')",+1 416-783-7634,3.5,20,False
Globol Restaurants,1215.6387495330637,"('60 Carlton Street', 'Loblaws Maple Leaf Gardens', 'Toronto, ON M5B 1J2', 'Canada')",,5.0,1,False
Amal,254.89189231749845,"('131 Bloor Street W', '2nd Floor', 'Toronto, ON M5S 3L7', 'Canada')",+1 416-551-9929,3.5,88,False
Oh Bombay,1074.3007007293343,"('21 Grenville Street', 'Toronto, ON M4Y 1A1', 'Canada')",+1 647-812-6208,3.5,3,False
Bhoj Indian Cuisine,500.84134235155085,"('21 Davenport Road', 'Toronto, ON M5R 1H2', 'Canada')",+1 416-961-8351,4.0,72,False
Naan & Kabob,41.427427549498454,"('691 Yonge Street', 'Toronto, ON M4Y 2B2', 'Canada')",+1 416-972-6623,4.0,152,False
Suksi Biryani House,42.84417179998449,"('15 Hayden Street', 'Toronto, ON M4Y 2P2', 'Canada')",+1 416-515-1957,3.5,73,False
Utsav,488.34182440233405,"('69 Yorkville Ave', 'Toronto, ON M5R 1B8', 'Canada')",+1 416-961-8349,4.0,138,False
Poppadum,419.638815508359,"('874 Yonge Street', 'Toronto, ON M4W 2J1', 'Canada')",+1 647-892-2907,5.0,6,False
Kothur Indian Cuisine,128.99917369213944,"('649 Yonge Street', 'Toronto, ON M4Y 2A6', 'Canada')",+1 416-926-0953,3.5,104,False
Kathmandu Restaurant,298.3978469851341,"('12 Cumberland Street', 'Toronto, ON M4W 1J5', 'Canada')",+1 647-345-4214,3.5,68,False
PLANTA Yorkville,340.13779927284725,"('1221 Bay Street', 'Toronto, ON M5R 3P5', 'Canada')",+1 647-812-1221,4.0,509,False
Indian Roti House,669.6784206150304,"('471 Church Street', 'Toronto, ON M4Y 2C5', 'Canada')",+1 647-987-7684,3.5,44,False
Maja Indian Cuisine,623.6058369148427,"('345 Bloor Street E', 'Toronto, ON M4W 3J6', 'Canada')",+1 647-350-7876,4.0,34,False
Colaba Junction,887.2230706340337,"('801 Bay Street', 'Unit 3 & 4', 'Toronto, ON M5S 1Y9', 'Canada')",+1 416-646-8800,3.0,82,False
Exotic Tandoori Restaurant,127.71408158723293,"('11 Charles Street W', 'Toronto, ON M4Y 1R4', 'Canada')",+1 416-964-1616,3.0,2,False
Adrak,1071.7798183410837,"('138 Avenue Road', 'Toronto, ON M5R 2H6', 'Canada')",+1 416-413-0777,3.5,11,False
Tandori,180.04819810269794,"('Hudson Bay Centre', '2 Bloor Street E', 'Toronto, ON M4W 3T3', 'Canada')",+1 416-580-9311,3.0,7,False
M Biryani House,260.21956473101363,"('F03-2 Bloor Street W', 'Toronto, ON M5T 1G1', 'Canada')",+1 647-340-4180,2.5,2,False
Indian Studio Kitchen,995.9899662715327,"('429 Yonge Street', 'Toronto, ON M5B 1T1', 'Canada')",+1 416-977-8137,4.0,1,False
Ceylon Spice by Esther,207.9808759660432,"('2 Bloor St W', 'L35', 'Toronto, ON M5T 1G1', 'Canada')",,2.0,5,False
Butter Chicken Roti,261.5625766455028,"('646 Yonge Street', 'Toronto, ON M4Y 2A6', 'Canada')",+1 416-783-7634,3.5,20,False
Globol Restaurants,878.252495103656,"('60 Carlton Street', 'Loblaws Maple Leaf Gardens', 'Toronto, ON M5B 1J2', 'Canada')",,5.0,1,False
Govinda's,1279.5361950696506,"('243 Avenue Road', 'Toronto, ON M5R 2J6', 'Canada')",+1 888-218-1040,4.0,43,False
Roti Mahal Indian Cuisine,689.1816709315102,"('554 Queen Street W', 'Toronto, ON M5V 2B5', 'Canada')",+1 416-546-9404,4.5,19,False
Saffron Spice Kitchen,973.8809721799798,"('459 Queen Street W', 'Toronto, ON M5V 2A9', 'Canada')",+1 416-203-0222,4.0,137,False
My Roti Place,550.2722132050407,"('901 King Street West', 'Toronto, ON M5V 3H5', 'Canada')",+1 416-306-8445,4.5,34,False
My Dosa Place,994.0297396628122,"('406 Queen Street W', 'Toronto, ON M5V 2A6', 'Canada')",+1 416-366-5554,4.0,1,False
The Kettle,601.5465188825392,"('685 Queen Street W', 'Toronto, ON M6J 1E6', 'Canada')",+1 416-551-6788,4.5,17,False
Sizzler Kabab,255.21936449917177,"('754 King Street W', 'Toronto, ON M5V 1N3', 'Canada')",,3.5,11,False
Friends Butter Chicken,619.952525521826,"('657 Queen Street W', 'Toronto, ON M6J 1E6', 'Canada')",,4.5,4,False
Fresh on Spadina,1025.0713200177156,"('147 Spadina Avenue', 'Toronto, ON M5V 2L7', 'Canada')",+1 416-599-4442,4.0,436,False
The Momo House,597.5276024655509,"('685 Queen St W', 'Toronto, ON M6J 1E6', 'Canada')",,4.0,4,False
My Roti Place,992.1683081506263,"('406 Queen Street W', 'Toronto, ON M5V 2A6', 'Canada')",+1 416-366-5554,3.5,74,False
Curryish Tavern,608.3103622621355,"('783 Queen Street W', 'Toronto, ON M6J 1G1', 'Canada')",+1 416-392-7837,4.0,11,False
Maurya East Indian Roti,993.2354095971915,"('150 E Liberty Street', 'Toronto, ON M6K 3R5', 'Canada')",+1 647-347-7002,3.0,45,False
My Roti Place,550.2722132050407,"('901 King Street W', 'Toronto, ON M5V 3H5', 'Canada')",+1 416-306-8445,5.0,1,False
Cheffry's Artisanal Bistro,1070.8653877779202,"('388 Richmond Street W', 'Unit 5B', 'Toronto, ON M5V 3P1', 'Canada')",+1 437-996-7357,4.5,15,False
TO’s Kathi Roll Eatery,965.5042612182506,"('465 Queen Street W', 'Toronto, ON M5V 2A9', 'Canada')",,4.5,2,False
Angithi Biryani and Wraps,956.9463581066818,"('363 Bremner Boulevard', 'Toronto, ON M5V 3V4', 'Canada')",+1 416-551-1777,2.0,9,False
Chin Chin Street Side Kitchen,959.4285017064798,"('363 Bremner Boulevard', 'Toronto, ON M5V 3V4', 'Canada')",+1 416-901-1990,3.5,49,False
Coco Rice Thai Cuisine,290.39486196595544,"('669 King Street W', 'Toronto, ON M5V 1M9', 'Canada')",+1 416-504-9434,3.5,114,False
Kupfert & Kim,965.1947198163514,"('140 Spadina Avenue.', 'Toronto, ON M5V 2L4', 'Canada')",+1 416-504-2206,4.0,157,False
Fresh on Crawford,947.3190522273741,"('894 Queen Street W', 'Toronto, ON M6J 1G3', 'Canada')",+1 416-599-4442,3.5,193,False
Aanch,460.8842978090228,"('259 Wellington St W', 'Toronto, ON M5V', 'Canada')",+1 416-599-0513,4.0,194,False
Saffron Spice Kitchen,511.40323290933867,"('459 Queen Street W', 'Toronto, ON M5V 2A9', 'Canada')",+1 416-203-0222,4.0,137,False
Little India Restaurant,943.6614504610254,"('255 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-205-9836,3.5,438,False
Aroma Fine Indian Cuisine,615.1445067351059,"('287 King St W', 'Toronto, ON M5V 1J5', 'Canada')",+1 416-971-7242,3.5,225,False
Roti Mahal Indian Cuisine,660.0319617382696,"('554 Queen Street W', 'Toronto, ON M5V 2B5', 'Canada')",+1 416-546-9404,4.5,19,False
Indian Roti House,1032.3598074104593,"('256 Queens Quay W', 'Toronto, ON M5J 1B5', 'Canada')",+1 416-260-6666,4.0,232,False
Chaska,887.2704830525514,"('218 Adelaide St W', 'Toronto, ON M5H 1W7', 'Canada')",,4.0,13,False
Byblos,800.6249076222913,"('11 Duncan Street', 'Toronto, ON M5V 3M2', 'Canada')",+1 647-660-0909,4.5,914,False
My Dosa Place,544.3210248270775,"('406 Queen Street W', 'Toronto, ON M5V 2A6', 'Canada')",+1 416-366-5554,4.0,1,False
Fresh on Spadina,479.4372006350851,"('147 Spadina Avenue', 'Toronto, ON M5V 2L7', 'Canada')",+1 416-599-4442,4.0,436,False
My Roti Place,542.0439950694445,"('406 Queen Street W', 'Toronto, ON M5V 2A6', 'Canada')",+1 416-366-5554,3.5,74,False
Annalakshmi,439.48861674995794,"('277 Wellington Street W', 'Unit 100B', 'Toronto, ON M5V 3E4', 'Canada')",+1 416-792-3672,3.0,25,False
The Bombay,929.0738729393452,"('259 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-519-2550,3.5,10,False
Cheffry's Artisanal Bistro,502.2703428829551,"('388 Richmond Street W', 'Unit 5B', 'Toronto, ON M5V 3P1', 'Canada')",+1 437-996-7357,4.5,15,False
PLANTA Toronto,1055.6316638921128,"('180 Queen Street W', 'Toronto, ON M5V 3X3', 'Canada')",+1 647-812-1210,4.0,172,False
TO’s Kathi Roll Eatery,508.9503588807706,"('465 Queen Street W', 'Toronto, ON M5V 2A9', 'Canada')",,4.5,2,False
The Kettle,744.4434198738398,"('685 Queen Street W', 'Toronto, ON M6J 1E6', 'Canada')",+1 416-551-6788,4.5,17,False
Friends Butter Chicken,703.5984866381066,"('657 Queen Street W', 'Toronto, ON M6J 1E6', 'Canada')",,4.5,4,False
Curryish Tavern,962.0961036750247,"('783 Queen Street W', 'Toronto, ON M6J 1G1', 'Canada')",+1 416-392-7837,4.0,11,False
The Momo House,744.5574591411162,"('685 Queen St W', 'Toronto, ON M6J 1E6', 'Canada')",,4.0,4,False
Little India Restaurant,482.7117479347598,"('255 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-205-9836,3.5,438,False
Rikki Tikki,962.9623812666139,"('209 Augusta Avenue', 'Toronto, ON M5T 2L4', 'Canada')",+1 416-792-3229,5.0,29,False
Maezo Indian Cuisine,38.65609880530093,"('102-250 Dundas Street W', 'Toronto, ON M5T 2Z6', 'Canada')",+1 416-941-0000,4.5,12,False
Indraprastha,291.9847251080099,"('5 Baldwin Street', 'Toronto, ON M5T 1L1', 'Canada')",+1 437-880-8349,5.0,2,False
Chaska,678.4674044109726,"('218 Adelaide St W', 'Toronto, ON M5H 1W7', 'Canada')",,4.0,13,False
The Host Fine Indian Cuisine,363.8242973366317,"('87 Elm Street', 'Toronto, ON M5G 0A8', 'Canada')",+1 416-962-4678,3.5,133,False
Aroma Fine Indian Cuisine,904.3183116746125,"('287 King St W', 'Toronto, ON M5V 1J5', 'Canada')",+1 416-971-7242,3.5,225,False
Khazana - By Chef Sanjeev Kapoor,762.9606574323941,"('261 Yonge Street', 'Toronto, ON M5B 1N8', 'Canada')",+1 905-789-8738,3.5,21,False
Saffron Spice Kitchen,918.0678133702203,"('459 Queen Street W', 'Toronto, ON M5V 2A9', 'Canada')",+1 416-203-0222,4.0,137,False
Indian Biriyani House,247.4216276009566,"('181 Dundas St W', 'Toronto, ON M5G 1C7', 'Canada')",+1 416-340-1254,2.5,71,False
The Bombay,489.5712744231039,"('259 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-519-2550,3.5,10,False
Matagali Restaurant,470.98090064285725,"('69 Elm Street', 'Toronto, ON M5G 1H2', 'Canada')",+1 416-599-9994,3.5,56,False
Byblos,783.4227874258577,"('11 Duncan Street', 'Toronto, ON M5V 3M2', 'Canada')",+1 647-660-0909,4.5,914,False
Punjabi Chaap Corner,576.2984490428852,"('38 Elm Street', 'Unit 06A', 'Toronto, ON M5G 2K5', 'Canada')",+1 416-598-3787,4.0,5,False
T|Bar,671.6300609738328,"('Chelsea Hotel', '33 Gerrard Street W', 'Toronto, ON M5G 1Z4', 'Canada')",+1 416-585-4961,3.5,13,False
PLANTA Toronto,440.2884023532569,"('180 Queen Street W', 'Toronto, ON M5V 3X3', 'Canada')",+1 647-812-1210,4.0,172,False
Colaba Junction,797.4598627887746,"('801 Bay Street', 'Unit 3 & 4', 'Toronto, ON M5S 1Y9', 'Canada')",+1 416-646-8800,3.0,82,False
Spice66,753.2664450121081,"('335 Yonge And Dundas', 'Toronto, ON M5B 2L3', 'Canada')",+1 416-816-2766,4.0,3,False
Fresh on Spadina,869.8844238713403,"('147 Spadina Avenue', 'Toronto, ON M5V 2L7', 'Canada')",+1 416-599-4442,4.0,436,False
My Dosa Place,901.5450263126952,"('406 Queen Street W', 'Toronto, ON M5V 2A6', 'Canada')",+1 416-366-5554,4.0,1,False
Indian Desire,137.8495611595977,"('469 Bloor Street W', 'Toronto, ON M5S 1X9', 'Canada')",+1 416-519-0604,4.5,18,False
The Chulo,181.14066266653936,"('394 Bloor Street', 'Unit 102', 'Toronto, ON M5S 1X4', 'Canada')",+1 416-925-9777,4.0,2,False
Matha Roti - East Indian Cuisine,428.181286708412,"('141 Harbord Street', 'Toronto, ON M5S 2M2', 'Canada')",+1 416-966-6955,4.0,34,False
Naans & More,491.7814203926588,"('795 Bathurst St', 'Toronto, ON M5S 1Z5', 'Canada')",,5.0,1,False
Adrak,1167.2958736155053,"('138 Avenue Road', 'Toronto, ON M5R 2H6', 'Canada')",+1 416-413-0777,3.5,11,False
Roti Cuisine of India,1031.8350961260833,"('308 Dupont Street', 'Toronto, ON M5R 1W1', 'Canada')",+1 416-968-9366,4.5,123,False
Fat Pasha,1041.0716875585545,"('414 Dupont Street', 'Toronto, ON M5R 1V9', 'Canada')",+1 647-340-6142,4.0,211,False
Naanspot- Modern Indian Cuisine,926.3139230488534,"('310 College Street', 'Toronto, ON M5T 1S2', 'Canada')",+1 647-343-6226,4.0,5,False
Bombay Roti,361.6411996903455,"('529 Bloor Street W', 'Toronto, ON M5S 1Y5', 'Canada')",+1 647-352-7684,3.5,21,False
Annapurna Vegetarian Restaurant,1057.3769897529708,"('1085 Bathurst Street', 'Toronto, ON M5R 3G8', 'Canada')",+1 416-537-8513,4.0,40,False
Gully,328.95481724337003,"('521 Bloor Street W', 'Toronto, ON M5S 1Y4', 'Canada')",+1 416-516-9099,4.5,3,False
Ghazale Restaurant,464.7638459877721,"('504 Bloor Street W', 'Toronto, ON M5S 1Y3', 'Canada')",+1 416-537-4417,3.5,98,False
Fresh Kitchen + Juice Bar,168.8122252832434,"('326 Bloor Street W', 'Toronto, ON M5S 1W5', 'Canada')",+1 416-599-4442,3.5,337,False
Thindi,998.5142514624514,"('400 College Street', 'Toronto, ON M5T 1S7', 'Canada')",,4.0,6,False
Veda Healthy IndianTakeout,1043.7511407075986,"('Sandford Fleming Building', ""10 King's College Rd"", 'Toronto, ON M5S', 'Canada')",+1 416-961-9797,3.0,22,False
By The Way,213.96587284694908,"('400 Bloor Street W', 'Toronto, ON M5S 1X5', 'Canada')",+1 416-967-4295,3.5,96,False
Tandoori Flavour,948.9222328053091,"('455 Spadina Avenue', 'Toronto, ON M5S 2G8', 'Canada')",+1 416-599-0599,2.5,4,False
Chowpatty Culture,610.1273884055075,"('1966 Queen Street E', 'Toronto, ON M4L 1H8', 'Canada')",+1 416-691-0404,5.0,1,False
Delhi Bistro,501.53477400066976,"('2214 Queen Street E', 'Toronto, ON M4E 1E9', 'Canada')",+1 647-351-6112,4.0,38,False
Tandoori Curry House,900.2551131198437,"('2306 Queen Street E', 'Toronto, ON M4E 1G8', 'Canada')",+1 416-694-3056,4.0,15,False
ViVetha Bistro,1028.8566169928768,"('2485 Queen Street E', 'Toronto, ON M4E 1H9', 'Canada')",+1 416-686-5688,4.0,87,False
Chowpatty Culture,894.8959372445634,"('1966 Queen Street E', 'Toronto, ON M4L 1H8', 'Canada')",+1 416-691-0404,5.0,1,False
The Famous Indian Cuisine,1033.1013235545124,"('1410 Gerrard Street E', 'Toronto, ON M4L 1Z4', 'Canada')",+1 416-406-4511,4.0,66,False
Lahore Tikka House,1094.1548575047816,"('1365 Gerrard Street E', 'Toronto, ON M4L 1Z3', 'Canada')",+1 416-406-1668,3.5,546,False
Udupi Palace,939.3197877287486,"('1460 Gerrard Street E', 'Toronto, ON M4L 2A3', 'Canada')",+1 416-405-8189,3.5,208,False
Leela Indian Food Bar,1104.3885378862387,"('1386 Gerrard Street E', 'Toronto, ON M4L 1Z2', 'Canada')",+1 416-461-8088,4.0,20,False
Chandni Chowk Restaurant,1001.2958101943752,"('1426 Gerrard Street E', 'Toronto, ON M4L 1Z6', 'Canada')",+1 416-469-4466,4.0,32,False
